Orthogroup	Erysimum_linariifolium	Aethionema_saxatile
OG0003101	El005G235630	As009G206010
OG0003102	El001G067820, El001G067830	As009G211480
OG0003103	El007G329350, El001G074130	As009G218070
OG0003104	El005G265710	As009G218280
OG0003105	El001G017420, El001G017430	As010G223280, As009G219090
OG0003106	El001G021440	As010G220410
OG0003107	El001G016790	As010G223630
OG0003108	El001G011780, El004G194940	As010G227010
OG0003109	El004G212780, El004G225430, El004G225440, El004G201540	As010G240450
OG0003110	El002G141550	As010G243040
OG0003111	El002G140600	As012G268350
OG0003112	El005G243440	As012G268700, As011G245490
OG0003113	El005G252500, El005G252490	As011G248020
OG0003115	El002G136030	As012G271390, As011G253330
OG0003116	El005G265020	As011G255420
OG0003117	El005G268250, El003G178310	As011G257560
OG0003118	El001G002330	As011G259380
OG0003119	El005G273670	As011G263390
OG0003120	El005G273720	As011G263430
OG0003121	El005G249990, El002G139970	As012G269010
OG0003122	El006G296350, El002G117340, El002G117320	As012G274910
OG0003139	El003G154530, El003G153880, El003G153450	As001G001020
OG0003141	El003G148100	As001G013880, As001G013890
OG0003142	El003G147000	As001G015570
OG0003143	El006G295260	As004G083010
OG0003143	El003G171140	As001G018020
OG0003144	El002G093920	As008G186710
OG0003144	El004G200640	As001G021150
OG0003145	El002G093940, El004G200360	As001G021160
OG0003146	El001G037280	As001G023390
OG0003147	El003G192100	As005G112830
OG0003147	El001G041670	As001G025910
OG0003148	El001G042080	As001G026170
OG0003150	El001G045030	As001G027700
OG0003150	El003G189230	As004G078350
OG0003151	El003G184140	As001G029590
OG0003152	El004G194660	As001G030740
OG0003152	El003G193130	As004G098120
OG0003153	El004G194670, El003G193110	As001G030750
OG0003154	El003G192430	As004G097870
OG0003154	El004G195930	As001G031280
OG0003155	El001G077440	As009G214140, As002G036180
OG0003156	El002G131530	As002G042480
OG0003157	El007G336960	As006G134590, As002G047110
OG0003158	El001G071880	As002G053170
OG0003159	El003G165430	As003G058570
OG0003160	El007G357720	As004G082280
OG0003161	El004G212140, El004G212330	As003G074400
OG0003162	El004G215020, El004G214990	As004G079140
OG0003163	El001G005250	As004G085770
OG0003164	El003G177750	As004G094040
OG0003164	El005G267580	As011G256430
OG0003165	El004G216330, El004G232260	As010G242190, As004G096240
OG0003166	El006G282170	As005G101140
OG0003166	El001G033390	As012G287420
OG0003167	El006G282910	As005G101620, As005G101630
OG0003168	El005G244080, El005G244060, El005G244050	As005G106450, As005G106500
OG0003169	El005G244760, El001G080200	As005G107740
OG0003170	El001G019990	As010G221360
OG0003170	El007G323860	As005G119110
OG0003171	El001G001650	As006G122380
OG0003172	El001G001720	As006G122440
OG0003174	El001G004040, El002G085350	As006G124110
OG0003175	El002G086940	As008G195660
OG0003175	El006G299310	As006G125860
OG0003176	El006G299180, El006G299200	As006G125980, As006G125970
OG0003177	El006G303460, El006G303440, El006G303450	As006G128880
OG0003178	El005G235040	As006G133380
OG0003178	El001G067440	As009G200280
OG0003179	El005G234940	As006G133480
OG0003179	El001G067540	As009G200340
OG0003180	El001G047710	As009G207110
OG0003180	El005G239390	As006G137880
OG0003181	El005G240450	As006G138760
OG0003182	El005G244040, El001G081740	As006G142190
OG0003183	El003G171610, El006G290810	As006G143710
OG0003184	El006G294750, El006G294760	As006G144650
OG0003185	El006G292030, El006G292020	As006G148040
OG0003186	El002G102670	As007G154910
OG0003187	El004G228780	As010G237510
OG0003187	El002G104540	As007G156370
OG0003188	El002G105040	As007G156780
OG0003189	El002G105060	As007G156790
OG0003190	El004G230610	As010G235870
OG0003190	El002G106260	As007G157810
OG0003191	El003G153560	As007G158880
OG0003192	El002G102270	As007G159840
OG0003193	El002G112780	As007G162010
OG0003194	El003G151930, El006G317120	As007G178260
OG0003195	El006G320170, El006G320520, El006G320200	As007G180480
OG0003196	El002G099050	As008G182440
OG0003197	El002G095870	As008G184830
OG0003198	El004G209290	As008G189210
OG0003199	El005G272400, El005G272420	As008G190490
OG0003200	El007G360920	As008G190800
OG0003201	El002G086770, El002G093250	As008G194490
OG0003202	El002G085750, El007G345270	As008G197050
OG0003203	El001G048650	As009G206950
OG0003204	El001G078070, El005G245880	As009G214600
OG0003205	El003G172910	As011G256540
OG0003205	El001G052840	As009G215060
OG0003206	El001G052960	As009G215340
OG0003207	El007G330090	As009G217560
OG0003208	El004G229750	As010G236670, As010G236680
OG0003209	El005G250520	As011G246360
OG0003210	El005G277240	As011G246440
OG0003212	El005G252550, El005G252540	As011G248070
OG0003213	El002G120520, El005G252910	As011G248330
OG0003214	El005G255070	As011G250070
OG0003216	El005G276360, El005G276380, El005G276370, El005G276430	As011G265500
OG0003217	El005G279140	As011G267290
OG0003218	El002G138080, El002G138090	As012G270030
OG0003219	El002G135920	As012G271490
OG0003220	El002G134130	As012G272530
OG0003222	El001G025880, El001G025890	As012G281200
OG0003223	El006G314160, El003G150380	As012G282130
OG0003224	El001G027230	As012G282320, As012G282440
OG0003225	El001G030110, El001G027450	As012G284760
OG0003226	El006G285020	As012G285770
OG0003247	El006G317700	As007G178960
OG0003248	El006G317670	As001G002810, As007G178580
OG0003249	El003G150710, El006G314910	As001G004570
OG0003250	El003G150430, El006G314370	As001G004950
OG0003251	El003G173280, El003G173270	As001G010070
OG0003252	El003G148910	As001G012160
OG0003253	El007G360150	As006G124430, As006G124420, As001G012340
OG0003254	El006G287240	As001G012950, As001G013440
OG0003254	El006G286480	As005G104800, As001G012960
OG0003255	El002G118250	As001G015840
OG0003255	El002G093130	As004G078910
OG0003256	El002G096880, El001G039590	As001G024690
OG0003257	El001G043120	As001G026920
OG0003258	El003G187900	As004G077970
OG0003258	El001G046480	As001G028150
OG0003259	El004G218360, El004G197920, El004G197910	As001G032020, As001G032030
OG0003260	El001G027340, El005G270390	As002G043840
OG0003261	El007G340070	As002G044910
OG0003262	El007G338940	As002G045810
OG0003263	El003G157390	As006G134380
OG0003263	El007G337350	As002G046720
OG0003264	El001G070380, El001G052900	As002G051950
OG0003265	El001G071200	As002G052510
OG0003266	El001G056740	As009G217180
OG0003266	El001G073450	As002G054550
OG0003267	El004G226410	As010G239510
OG0003267	El001G073620	As002G054690
OG0003268	El003G167660, El003G167730	As003G057170
OG0003270	El002G124840	As003G064000
OG0003271	El002G113680	As003G068290
OG0003273	El006G296330	As012G274890
OG0003274	El003G146880	As003G071680
OG0003275	El005G275140	As011G264570
OG0003275	El003G146630	As003G071920
OG0003276	El005G276320	As011G265520
OG0003277	El003G145630, El005G276670	As003G072780
OG0003278	El003G142220	As003G076070
OG0003279	El003G142210	As003G076080
OG0003280	El006G295500	As004G079190
OG0003281	El007G363550	As004G087980
OG0003282	El003G183530, El005G270150	As004G092460
OG0003283	El003G178620, El003G180760	As004G093520
OG0003284	El003G176730	As004G094590
OG0003285	El003G176660	As004G094820
OG0003286	El003G174450, El005G261960, El005G261900, El006G317080	As004G095820
OG0003287	El003G174150, El005G261350	As004G096020
OG0003288	El006G280280	As005G099390
OG0003289	El006G284950	As005G103340
OG0003292	El001G013610	As005G113660, As010G225920
OG0003293	El001G018170	As010G222620
OG0003293	El007G327220	As005G116260
OG0003294	El007G325720	As005G117700
OG0003295	El001G019580	As010G221600
OG0003295	El007G324370	As005G118770
OG0003296	El007G322620	As005G120210
OG0003296	El001G021060	As010G220690
OG0003297	El007G322450	As005G120390
OG0003298	El007G360110	As006G124470
OG0003298	El002G085820	As008G196710
OG0003299	El006G299570, El002G087220	As006G126230
OG0003300	El002G089660, El006G302900	As006G128530
OG0003301	El006G308130, El006G308110	As006G130610
OG0003302	El006G311830, El003G149440	As006G131610
OG0003303	El005G234930	As009G200360, As006G133490
OG0003304	El001G082170	As006G133920
OG0003304	El005G243870	As006G142030
OG0003305	El001G064070	As009G202840
OG0003306	El005G239600	As006G138040
OG0003307	El001G049210	As006G138370
OG0003308	El005G242910, El007G349280	As006G141290
OG0003309	El007G349210, El003G159410	As006G148620, As009G212270
OG0003310	El002G101120	As007G153460
OG0003310	El004G231910	As010G241900
OG0003311	El002G101280, El007G358180	As007G153610
OG0003312	El004G225750	As010G240150
OG0003312	El002G102490	As007G154450
OG0003313	El004G226000	As010G239970, As007G154590
OG0003314	El004G227300, El002G103100	As010G238780, As007G155340
OG0003315	El002G105550	As007G157170
OG0003316	El001G045000, El002G107210, El002G107230	As007G158290
OG0003317	El002G107700	As007G158600
OG0003318	El002G108610, El002G108600	As007G159430
OG0003319	El002G110240, El002G110780	As007G160400
OG0003320	El002G112390	As007G161580
OG0003321	El006G315270	As007G176610
OG0003322	El001G057300, El002G095000	As008G185720
OG0003324	El005G235890	As009G200870, As009G200840
OG0003325	El001G049040	As009G206630, As009G206770
OG0003326	El001G075170	As009G211740
OG0003328	El001G018970	As009G216640
OG0003329	El004G218380	As010G229480
OG0003330	El004G221130, El002G110070	As010G232880
OG0003331	El004G230800	As010G235720
OG0003332	El002G103760, El004G227770	As010G238330
OG0003333	El004G226310, El002G102580	As010G239610
OG0003334	El004G232250, El004G232240	As010G242170
OG0003335	El004G232300	As010G242230
OG0003336	El005G249240	As012G268160, As011G245170
OG0003337	El002G131330	As011G249300
OG0003338	El005G261040, El003G174020	As011G254220
OG0003339	El005G251410	As012G269870
OG0003340	El001G028800	As012G283900
OG0003341	El007G357950, El007G357940, El001G029610, El001G029630	As012G284510, As012G284500
OG0003360	El003G150530	As001G004820
OG0003361	El051G375550	As001G006980
OG0003362	El003G148830	As001G012370
OG0003363	El003G148180	As001G012710
OG0003363	El005G272520	As011G262480
OG0003364	El003G147540, El001G002690	As001G014620
OG0003365	El003G148920	As001G014810
OG0003366	El003G170010, El006G295910	As001G017300, As004G079860
OG0003367	El001G037090, El004G194920, El002G098600	As001G023260
OG0003368	El001G038000, El007G354790, El007G355260, El007G355020, El001G000920	As001G023790
OG0003369	El001G038860	As001G024340
OG0003370	El001G039920	As001G024850
OG0003371	El003G191530	As004G097400
OG0003371	El001G042520	As001G026520
OG0003372	El003G189590	As004G078490
OG0003372	El001G044520	As001G027560
OG0003373	El003G186260	As004G077410
OG0003374	El004G211560	As001G029750
OG0003375	El004G195510	As001G031110
OG0003376	El003G158550	As002G033240, As002G032580
OG0003377	El007G334840	As002G048700
OG0003378	El003G160360, El003G183370	As002G040740
OG0003379	El003G157630	As002G047130
OG0003380	El007G333790	As002G049460
OG0003381	El003G155880, El007G333680	As002G049570
OG0003382	El007G325270, El001G071760	As002G053070
OG0003383	El007G329420	As009G218010
OG0003384	El003G167200, El003G167380	As003G057350
OG0003385	El003G165370	As003G058630, As004G086710
OG0003387	El001G008960	As004G083680
OG0003389	El002G114710	As003G069450
OG0003390	El002G116720, El002G116730	As003G070950
OG0003391	El003G145500	As011G265200, As003G072890
OG0003392	El003G143870	As003G074460
OG0003392	El006G319680	As007G180200
OG0003393	El003G143790	As003G074560
OG0003394	El003G185220	As004G077150
OG0003396	El001G007660	As004G084450
OG0003397	El007G363700	As004G088040
OG0003398	El005G268910	As011G258010
OG0003399	El003G176670	As004G094640
OG0003400	El003G176190, El003G176290, El003G176240, El003G176230	As004G094890
OG0003401	El003G174500	As004G095800
OG0003402	El003G173010	As004G096470
OG0003403	El001G035240	As012G288800
OG0003403	El006G279940	As005G098850
OG0003404	El006G280630, El006G280640	As005G099700
OG0003405	El001G031410	As012G285790, As005G103390
OG0003406	El001G039010	As005G104810
OG0003407	El001G082030	As005G106080, As005G106190
OG0003407	El005G243930	As006G142110
OG0003408	El001G019700	As010G221480
OG0003408	El007G324180	As005G118920
OG0003409	El007G323750, El001G020040	As005G119220
OG0003410	El001G000990	As006G121820
OG0003410	El002G083300	As008G198740
OG0003411	El001G003050	As006G123300
OG0003412	El006G299760	As006G126310
OG0003412	El002G087290	As008G195230
OG0003413	El006G302090	As006G127980
OG0003414	El006G303120	As006G128650
OG0003414	El001G076520	As009G213050
OG0003415	El005G235410	As006G133010, As006G132990
OG0003416	El001G065100	As009G202130
OG0003416	El005G236850	As006G135620
OG0003417	El005G240070	As006G138460
OG0003418	El005G240170, El001G049520	As006G138650
OG0003419	El005G241390	As006G139780
OG0003419	El001G061510	As009G204810
OG0003421	El004G216690	As006G144990
OG0003422	El006G293120	As006G146040
OG0003422	El001G024140	As012G277250
OG0003423	El006G292460	As006G146860
OG0003424	El006G291570	As006G147230
OG0003425	El002G099540	As007G152070
OG0003426	El002G101390	As007G153720
OG0003427	El002G105280	As007G156960
OG0003428	El002G105510, El001G012130	As007G157140
OG0003429	El002G105530	As007G157150
OG0003429	El004G229810	As010G236620
OG0003430	El002G109630	As007G160070
OG0003430	El004G221470	As010G233060
OG0003431	El002G110280	As007G160430
OG0003432	El002G112120	As007G161360
OG0003433	El006G315810	As007G176830
OG0003434	El006G318780	As007G179680
OG0003435	El007G335520	As008G186250
OG0003435	El002G083140	As008G199000
OG0003436	El002G092320	As008G188270, As008G188260
OG0003437	El007G343160	As009G200110
OG0003438	El005G235730, El001G066520	As009G200700
OG0003439	El001G063430	As009G203440
OG0003440	El001G062840	As009G203860
OG0003441	El007G328520, El007G328510	As009G218660
OG0003442	El001G017570, El001G017600	As009G219280
OG0003443	El001G018980	As010G222150
OG0003444	El001G017620	As010G223080
OG0003445	El001G057260	As010G225730
OG0003446	El002G108310	As010G233880
OG0003447	El004G224100	As010G235060
OG0003448	El004G232960, El002G100350	As010G242830
OG0003449	El005G248630	As011G244700
OG0003450	El002G140380	As012G268610
OG0003450	El005G249440	As011G245440
OG0003451	El005G254630	As011G249780, As011G249760
OG0003452	El005G255170, El005G255160	As011G250120
OG0003454	El005G272890	As011G262740
OG0003455	El003G147810, El005G273630	As011G263340
OG0003456	El002G137880	As012G270150
OG0003456	El005G279420	As011G267510
OG0003457	El001G025860	As012G281150
OG0003481	El005G277810	As011G266040
OG0003481	El003G153340	As001G001730
OG0003482	El005G277170	As001G002340
OG0003483	El002G130270	As001G003300
OG0003484	El003G150440, El006G314380	As001G004940
OG0003485	El003G149090	As005G117350, As001G010570
OG0003486	El004G219760	As011G257690
OG0003487	El002G091490, El004G210520	As001G018480
OG0003488	El004G205160, El004G205130	As001G019520
OG0003489	El004G201470, El002G093520	As001G020530
OG0003490	El004G199820	As001G021530
OG0003490	El002G094190	As008G186500
OG0003491	El001G042430, El003G191540	As001G026430
OG0003492	El004G214550, El003G185040	As001G029250
OG0003493	El005G245210, El005G245190	As002G035090
OG0003494	El007G345070	As002G039730
OG0003495	El007G342800	As002G043280, As010G230860
OG0003496	El007G340720	As002G044500
OG0003498	El001G070470	As002G052050
OG0003499	El001G072390, El007G325910	As002G053620
OG0003500	El001G072720	As002G053920
OG0003500	El007G326420	As005G117030
OG0003501	El001G072750, El005G257310	As002G053940
OG0003502	El003G164270, El003G183380	As003G059690
OG0003503	El003G161530	As003G061590
OG0003504	El001G009720	As004G080010
OG0003504	El002G122210	As003G063140
OG0003505	El001G010410	As003G063630
OG0003506	El002G117280	As003G071210
OG0003507	El002G117390	As003G071290
OG0003508	El005G275150	As011G264580
OG0003508	El003G146620	As003G071930
OG0003509	El005G276250, El005G276220, El005G276230	As003G072510, As011G265050
OG0003510	El006G318720	As007G179660
OG0003510	El003G144870	As003G073500
