Orthogroup	Erysimum_linariifolium	Odontarrhena_muralis
OG0006642	El003G193640	Om006G232080
OG0006643	El003G193440	Om007G318450
OG0006644	El004G195120	Om005G227190
OG0006645	El004G196360	Om005G225980
OG0006646	El004G196950	Om005G225620
OG0006647	El006G288860	Om008G329330
OG0006648	El005G244250	Om002G051570
OG0006649	El005G244300	Om002G051620
OG0006650	El003G146800	Om001G034740
OG0006651	El005G244460	Om002G051800
OG0006652	El001G079790	Om004G174710
OG0006653	El005G245320	Om002G052870
OG0006654	El005G245970	Om002G053610
OG0006655	El005G246160	Om002G053880
OG0006656	El005G246330	Om002G054200
OG0006657	El005G246470	Om002G054310
OG0006658	El005G246450	Om002G054300
OG0006659	El005G246980	Om002G054870
OG0006660	El005G247330	Om002G055200
OG0006661	El005G247410	Om002G055290
OG0006662	El005G247570	Om002G055430
OG0006663	El005G247870	Om002G055680
OG0006664	El005G247960	Om002G055780
OG0006665	El005G248250	Om002G056180
OG0006666	El007G344740	Om003G109350
OG0006667	El001G060120	Om006G241740
OG0006668	El003G159700	Om007G285870
OG0006669	El007G343020	Om003G112030
OG0006670	El007G342720	Om003G112450
OG0006671	El007G341160	Om003G113640
OG0006672	El007G341010	Om003G113730
OG0006674	El007G340060	Om003G114380
OG0006675	El007G339730	Om003G114850
OG0006676	El007G338440	Om003G115850
OG0006677	El007G338880	Om003G115440
OG0006678	El007G337980	Om002G043340
OG0006679	El001G004330, El007G337940, El007G338280	Om003G116100
OG0006680	El007G337840	Om003G116180
OG0006681	El007G337720	Om003G116340
OG0006682	El007G337280	Om003G116780
OG0006684	El004G208230, El007G336380	Om003G117780
OG0006685	El007G335870	Om003G118550
OG0006686	El007G335410	Om003G119160
OG0006687	El007G334640	Om006G249660
OG0006688	El007G334440	Om006G249540
OG0006689	El007G334180	Om006G249250
OG0006691	El007G351570	Om007G313250
OG0006693	El001G068820	Om004G162060
OG0006694	El001G068940	Om004G162190
OG0006695	El001G069090	Om004G162270
OG0006696	El001G071340	Om004G165180, Om004G165200
OG0006697	El001G071460	Om004G165370
OG0006698	El001G071860	Om004G165860
OG0006699	El001G071930	Om004G165960
OG0006700	El001G072210	Om004G166310
OG0006701	El007G326360	Om006G233320
OG0006702	El001G072800	Om004G167010
OG0006703	El001G073180	Om004G167350
OG0006704	El001G073400	Om004G167640
OG0006705	El001G073510	Om004G167760
OG0006706	El001G073740	Om004G168000
OG0006707	El001G074120	Om004G168480
OG0006708	El003G169870	Om001G000070
OG0006709	El003G169800	Om001G000120
OG0006710	El003G169280	Om001G000600
OG0006711	El003G169240	Om001G000640
OG0006712	El003G168720	Om001G001320
OG0006713	El003G168680	Om001G001360
OG0006714	El003G168480	Om001G001840
OG0006716	El003G167280	Om001G003210
OG0006717	El003G166890	Om001G003750
OG0006718	El003G166290	Om001G004570
OG0006719	El003G166230	Om001G004660
OG0006720	El007G361670	Om008G356910
OG0006721	El003G165580	Om001G005750
OG0006722	El003G165500	Om001G005840
OG0006723	El003G169830	Om003G120900, Om001G000090, Om008G353620
OG0006724	El003G164610	Om001G007270
OG0006725	El003G164170	Om001G007870
OG0006726	El003G163960	Om001G008090
OG0006727	El003G162850	Om001G009350
OG0006728	El003G161720	Om001G010650
OG0006729	El003G161620	Om001G010620
OG0006730	El003G161420	Om001G010840
OG0006731	El003G161200	Om001G011060
OG0006732	El003G161140	Om001G011120
OG0006733	El003G160930	Om001G011300
OG0006734	El003G160860	Om001G011390
OG0006735	El003G160820	Om001G011410
OG0006736	El003G160690	Om001G011640, Om001G011620
OG0006737	El003G160650	Om001G011660
OG0006739	El002G124790	Om001G014250
OG0006740	El002G102480	Om005G199910
OG0006741	El002G127700	Om001G015480
OG0006742	El007G354930, El002G127350	Om001G015820
OG0006743	El002G099290	Om005G195900
OG0006744	El002G130410	Om007G287110
OG0006745	El002G129410	Om007G287330
OG0006746	El002G113540	Om007G288170
OG0006747	El002G090220	Om005G185400
OG0006748	El003G160590	Om001G017120, Om007G302580
OG0006749	El002G113340	Om007G287970
OG0006750	El002G129060	Om007G287760
OG0006751	El002G113410	Om007G288090
OG0006752	El005G278500	Om002G087850
OG0006753	El002G114320	Om007G288880
OG0006754	El002G114970	Om007G289370
OG0006755	El002G114990	Om007G289390
OG0006756	El002G115050	Om007G289460
OG0006757	El002G115240	Om007G289660
OG0006758	El002G115790	Om007G290200
OG0006759	El002G116190	Om007G290550
OG0006760	El002G116580	Om007G290880
OG0006761	El002G116770	Om007G291000
OG0006763	El002G117640	Om007G291630
OG0006764	El003G146530	Om001G035070
OG0006765	El003G145950	Om001G035920
OG0006766	El003G145600	Om001G036490
OG0006767	El003G145460	Om001G036690
OG0006768	El003G145040	Om001G037370
OG0006769	El003G144960	Om001G037600
OG0006770	El003G144580	Om001G038380
OG0006771	El003G144630	Om001G038430
OG0006772	El003G144220	Om001G038880, Om001G038890
OG0006773	El006G319600	Om004G154090
OG0006773	El001G048120	Om001G039130
OG0006775	El006G321390	Om004G156240
OG0006776	El003G142350	Om001G041160
OG0006777	El003G142080	Om001G041440
OG0006778	El003G141910	Om001G041660
OG0006779	El002G133210	Om003G098480
OG0006780	El003G187460	Om007G314740
OG0006781	El006G295630	Om008G338730
OG0006782	El001G010560	Om006G245500
OG0006783	El002G127490	Om001G015740
OG0006784	El006G297140	Om008G340370
OG0006785	El006G298030	Om001G030510, Om001G030010
OG0006786	El007G357990	Om007G287720, Om008G341850
OG0006787	El007G357770, El007G357900, El007G357860, El007G357890	Om008G341870
OG0006788	El007G356960	Om003G124830
OG0006789	El005G237130	Om002G044250
OG0006790	El001G009560	Om008G346280, Om008G346310
OG0006791	El001G007710	Om008G351250
OG0006792	El001G007390	Om008G351750
OG0006793	El001G007290	Om008G351850
OG0006794	El001G007230	Om004G144520
OG0006795	El001G007090	Om008G352810
OG0006796	El001G006750	Om008G352130
OG0006797	El001G005560, El001G006150	Om008G353930
OG0006798	El001G005200	Om008G354320
OG0006799	El001G004360	Om008G355720
OG0006800	El007G360750	Om008G355900
OG0006801	El007G361070	Om008G356220
OG0006802	El003G156550	Om001G021000
OG0006803	El007G364090	Om008G358880
OG0006804	El007G364660	Om008G359550
OG0006805	El007G365470, El007G365510, El007G365490	Om008G360970
OG0006806	El007G365640	Om008G361200
OG0006807	El007G365680	Om008G361430
OG0006808	El007G365750	Om008G361490
OG0006809	El007G365850	Om008G361580
OG0006810	El007G366170	Om008G361910
OG0006811	El006G292280	Om008G334640
OG0006812	El007G366780	Om008G362750
OG0006813	El007G366930	Om007G302850, Om005G212700
OG0006815	El005G269340	Om002G075900
OG0006816	El005G268620	Om002G074880, Om002G074960
OG0006817	El005G268130	Om002G074420
OG0006818	El003G178110	Om003G104240
OG0006819	El003G175890	Om003G103420
OG0006820	El005G262650	Om002G071410
OG0006821	El003G174340	Om003G102420
OG0006822	El003G174220, El003G173430	Om003G102300
OG0006823	El003G172970	Om003G101540
OG0006825	El003G172610	Om001G021070
OG0006826	El003G191780	Om007G317410
OG0006827	El003G191890	Om007G317670
OG0006828	El003G193610	Om007G318530
OG0006829	El003G193630	Om007G318540
OG0006830	El006G279710	Om008G318670
OG0006831	El006G279750	Om008G318720
OG0006832	El002G121140	Om003G103940
OG0006833	El006G280410	Om007G317160, Om008G319460
OG0006834	El006G296770	Om008G340070
OG0006835	El006G281090	Om008G320280
OG0006836	El006G281230	Om008G320520
OG0006837	El006G281670	Om008G320950
OG0006838	El006G281770	Om008G321050
OG0006839	El006G282080	Om008G321310
OG0006840	El006G282130	Om008G321360
OG0006841	El006G282460, El008G369370	Om008G321540
OG0006842	El006G282660	Om008G321780
OG0006843	El006G282710	Om008G321800
OG0006845	El006G283820	Om008G322920
OG0006846	El006G285520	Om008G325330, Om008G325300
OG0006847	El006G285740	Om008G325630
OG0006848	El006G286140	Om008G326110
OG0006850	El006G286700, El006G316130	Om008G326720
OG0006851	El006G286870	Om008G326880
OG0006852	El006G287480	Om008G327450
OG0006853	El006G287940	Om008G327990
OG0006854	El001G081000	Om004G175780
OG0006855	El001G080820	Om004G175990
OG0006856	El001G080670	Om004G175660
OG0006857	El001G080660	Om004G175650
OG0006858	El001G079900	Om004G174850
OG0006859	El001G079800	Om004G174720
OG0006860	El001G079660	Om008G334550, Om008G334490, Om004G174630
OG0006861	El001G079550	Om004G174470
OG0006862	El001G078770	Om004G173640
OG0006863	El001G078730	Om004G173610
OG0006864	El002G114580	Om007G289140
OG0006865	El001G060490	Om006G241300
OG0006866	El001G060270	Om006G241570, Om006G241560
OG0006867	El001G060180	Om006G241670
OG0006868	El001G059950	Om006G241900
OG0006869	El001G059830	Om006G242030
OG0006870	El001G059210	Om006G242600
OG0006871	El001G059150	Om006G242690
OG0006872	El001G059060	Om006G242790
OG0006873	El001G058690	Om006G243230
OG0006874	El001G058490	Om006G243390
OG0006875	El001G057270	Om006G244420
OG0006876	El007G330280	Om006G244680
OG0006877	El007G330600	Om006G245060
OG0006878	El007G330980	Om006G245460
OG0006879	El007G331160	Om006G245700
OG0006880	El007G327420	Om006G234530
OG0006881	El007G326770	Om006G233790
OG0006882	El007G326760	Om006G233780
OG0006883	El007G326540	Om006G233550
OG0006884	El007G326410	Om006G233450
OG0006885	El007G326240	Om006G233240
OG0006886	El007G326160	Om003G099990
OG0006887	El007G325970	Om006G233020
OG0006888	El007G325960	Om006G232990
OG0006889	El007G325590	Om006G232590
OG0006890	El004G212220, El007G325380	Om006G232430
OG0006891	El007G325280	Om006G232310
OG0006892	El007G325190	Om006G232180
OG0006893	El007G324800	Om006G231880
OG0006894	El007G324610	Om006G231670
OG0006895	El007G323830, El008G369050	Om006G230900
OG0006896	El007G323800, El002G126070	Om006G230870
OG0006897	El007G323680	Om006G230740
OG0006898	El004G218680	Om005G211570
OG0006898	El007G324710	Om005G201990
OG0006899	El007G322440	Om006G229470
OG0006900	El001G063690	Om004G152550, Om003G105280, Om004G137250, Om007G293280, Om006G275140
OG0006901	El002G129380, El007G322370	Om006G229360
OG0006902	El001G000060	Om004G157050
OG0006903	El001G000320	Om004G157300, Om001G027560
OG0006904	El001G000790	Om004G157820
OG0006905	El001G000560	Om004G157610
OG0006906	El001G001150	Om004G158240
OG0006907	El001G001480	Om004G158550
OG0006908	El002G083760	Om005G178780
OG0006909	El001G002540, El001G002590, El001G002410, El001G002470	Om004G159380
OG0006910	El001G003550	Om004G160480
OG0006911	El001G003660	Om004G160580
OG0006912	El001G003780	Om004G160740
OG0006913	El001G003980	Om007G302230
OG0006914	El002G085540	Om005G180750
OG0006915	El007G359920	Om007G277470
OG0006916	El007G359860	Om007G277530
OG0006917	El007G359750	Om007G277610
OG0006918	El006G298590	Om007G278340
OG0006919	El006G298950	Om007G278670
OG0006920	El006G300030	Om007G279180
OG0006921	El006G299410	Om007G279060
OG0006922	El006G299350	Om007G279010
OG0006924	El006G299190	Om007G278850
OG0006925	El006G299610	Om007G279500
OG0006926	El006G299750	Om007G279440
OG0006927	El006G300070	Om007G279610
OG0006928	El006G300230	Om007G279780
OG0006929	El006G300530	Om007G280070
OG0006930	El006G300550	Om007G280090
OG0006931	El006G300790	Om007G280300
OG0006932	El006G301530	Om007G280990
OG0006933	El006G301920	Om007G281270
OG0006934	El006G302150	Om007G281520
OG0006935	El006G302340	Om007G281690
OG0006936	El002G089350	Om005G184420
OG0006937	El006G302670	Om007G281930
OG0006938	El006G302790	Om007G281980
OG0006939	El006G303200	Om007G282320
OG0006940	El006G304200	Om007G283010
OG0006941	El006G304420	Om007G283180
OG0006942	El006G304730	Om007G283310
OG0006943	El006G305010	Om007G283510
OG0006944	El006G305290	Om007G283670
OG0006945	El006G308370	Om007G285200
OG0006946	El006G308190	Om007G285100
OG0006947	El006G308050	Om007G285020
OG0006948	El006G307270	Om007G284810
OG0006949	El006G306720	Om007G284650
OG0006950	El006G312830	Om004G150400
OG0006951	El006G313390	Om001G030120
OG0006952	El006G313650	Om001G006710
OG0006953	El005G235710	Om002G042850
OG0006954	El003G158070	Om001G017800
OG0006955	El003G157410	Om001G019200
OG0006956	El005G235840	Om002G042930
OG0006957	El005G236070	Om002G043160
OG0006958	El005G236100	Om002G043210
OG0006959	El005G236300	Om002G043440
OG0006960	El005G236750	Om002G043880
OG0006961	El005G236900	Om002G044000
OG0006962	El005G237110	Om002G044230
OG0006963	El005G237260	Om002G044390
OG0006964	El005G237340	Om002G044510
OG0006965	El005G237990	Om002G045130
OG0006966	El005G238140	Om002G045270
OG0006967	El005G238290	Om002G045380
OG0006968	El005G238600, El003G179570	Om002G045730
OG0006969	El005G238880	Om002G045960
OG0006970	El005G238990	Om002G046200
OG0006971	El005G239160	Om002G046310
OG0006972	El005G239560	Om002G046610
OG0006973	El005G239720	Om002G046810, Om002G046820
OG0006974	El005G240220	Om002G047420
OG0006975	El005G240410	Om002G047610
OG0006976	El005G241080	Om002G048360
OG0006977	El005G241090	Om002G048370
OG0006978	El005G241210	Om002G048480
OG0006979	El005G241410	Om002G048730
OG0006980	El005G241450	Om002G048790
OG0006981	El001G062150	Om007G295720
OG0006982	El005G242080	Om002G049460
OG0006983	El005G242100	Om003G096720, Om002G049490
OG0006984	El005G242290	Om002G049730
OG0006985	El005G242430	Om002G049870
OG0006986	El005G242700	Om002G050130
OG0006987	El005G243250	Om002G050590
OG0006988	El005G244120	Om002G051440
OG0006989	El006G289400	Om008G330280
OG0006990	El006G289550	Om008G330530
OG0006991	El006G289690	Om008G330740
OG0006992	El006G289990	Om008G331110
OG0006993	El006G290060	Om008G331380
OG0006994	El006G290240	Om008G331700
OG0006995	El006G290700	Om008G332150
OG0006996	El006G290580, El006G290590	Om008G332060
OG0006997	El006G291280	Om008G333020
OG0006998	El006G291340	Om008G333090, Om008G333150
OG0006999	El006G291380	Om008G333190
OG0007000	El008G368950, El006G291390	Om008G333210
OG0007001	El006G295080	Om008G338020
OG0007002	El005G243050, El006G295050	Om008G337990
OG0007003	El006G294830	Om008G337730
OG0007004	El006G294780	Om008G337700
OG0007005	El006G294660	Om008G337560
OG0007006	El006G294580	Om008G337440
OG0007007	El006G294300	Om008G337120
OG0007008	El006G293420	Om008G336090
OG0007009	El006G293220	Om008G335910
OG0007010	El006G293140	Om008G335810
OG0007011	El006G293090	Om008G335770
OG0007012	El006G292990	Om008G335690
OG0007013	El006G292390	Om008G334810
OG0007014	El006G291950	Om008G334070
OG0007015	El006G291690	Om008G333650, Om008G333620
OG0007016	El002G099900, El006G290980, El002G099910	Om005G196610
OG0007017	El004G233700	Om005G196690, Om004G130870
OG0007018	El008G369740, El002G100320	Om005G197240
OG0007020	El002G100840	Om005G197830
OG0007021	El002G100890	Om005G197890
OG0007022	El002G101190	Om005G198250
OG0007023	El004G224350	Om004G142720
OG0007024	El002G101760	Om005G198960
OG0007025	El001G023230, El003G181780, El002G101820	Om005G199020
OG0007026	El002G101980	Om005G199350
OG0007027	El002G102080	Om005G199480
OG0007028	El002G102790	Om005G200340
OG0007029	El002G103220	Om005G200860
OG0007030	El002G103230	Om005G200870
OG0007031	El002G103490	Om005G201150
OG0007032	El002G103500	Om005G201160
OG0007033	El002G103850, El002G103840	Om005G201520
OG0007034	El002G103990, El037G374520	Om005G201650
OG0007035	El002G105020	Om005G202720
OG0007036	El003G192280, El002G105250	Om006G270700, Om007G286670
OG0007037	El002G105850	Om005G203650
OG0007038	El002G106350	Om005G204240
OG0007039	El002G106400, El004G203550	Om005G204310
OG0007040	El002G106540	Om005G204520
OG0007041	El002G106600	Om005G204550
OG0007042	El004G223650	Om005G205880
OG0007043	El002G108760	Om004G143780
OG0007044	El002G109180, El002G109190	Om004G144410
OG0007045	El002G109320	Om004G144510
OG0007046	El002G109470, El002G109680	Om004G144830
OG0007047	El002G111910	Om004G146890
OG0007048	El002G112520	Om004G147680
OG0007050	El003G160460	Om006G272670
OG0007051	El003G160160	Om004G148330
OG0007052	El003G160040	Om007G285590
OG0007053	El007G342250	Om003G112800
OG0007054	El003G156490	Om001G021060
OG0007054	El001G029990	Om003G094930
OG0007055	El006G316930	Om004G153320, Om018G373990
OG0007056	El006G318380	Om004G152160
OG0007057	El006G292260	Om008G334620
OG0007058	El006G319380	Om004G154300, Om003G110600
OG0007059	El006G320150	Om004G153640
OG0007060	El006G321650	Om004G156540
OG0007062	El002G098560	Om005G194780, Om005G194770
OG0007063	El002G098120	Om005G194310, Om005G194300
OG0007064	El002G097540	Om005G193870
OG0007065	El002G096810	Om005G192890
OG0007066	El002G096590	Om005G192610
OG0007067	El002G096530	Om005G192530
OG0007068	El002G095920	Om005G191900
OG0007069	El002G095880	Om005G191830
OG0007070	El002G095250	Om005G208960, Om005G191090
OG0007071	El007G344460	Om005G190790
OG0007072	El002G094350	Om005G190010
OG0007073	El002G094240	Om005G189980
OG0007074	El002G094130	Om005G189850
OG0007075	El002G094080	Om005G189810
OG0007076	El002G093290	Om005G188860
OG0007077	El002G093000	Om005G188480
OG0007078	El002G092540	Om005G188020
OG0007079	El002G092530	Om005G188010
OG0007080	El002G092050	Om005G187350
OG0007081	El002G091750, El002G124750	Om005G187020
OG0007082	El002G091550	Om005G186840
OG0007083	El002G091010	Om005G186230
OG0007084	El006G281470	Om006G262020, Om006G262060, Om008G320750
OG0007085	El002G090030, El002G090040	Om005G185240
OG0007086	El002G089810	Om005G184960
OG0007087	El002G089780	Om005G184930
OG0007088	El002G089270	Om005G184370
OG0007089	El007G343290	Om003G111600
OG0007090	El003G149580, El004G211730	Om001G030370
OG0007091	El002G088610	Om005G183660
OG0007092	El002G088460	Om005G183500
OG0007093	El002G087990	Om005G183120
OG0007094	El002G087040	Om005G182130
OG0007095	El002G086820	Om005G181900
OG0007096	El002G086710	Om005G181790
OG0007097	El002G086620	Om005G181530
OG0007098	El002G086570	Om005G181570
OG0007099	El002G086210	Om005G181320
OG0007100	El002G085330	Om005G180430
OG0007101	El002G085660	Om005G180850
OG0007102	El002G084780	Om005G179830
OG0007103	El002G084760	Om005G179800
