Orthogroup	Erysimum_linariifolium	Odontarrhena_muralis
OG0017240	El002G089720	Om005G184820
OG0017241	El002G088770	Om005G183870
OG0017242	El002G088630	Om005G183700
OG0017244	El002G087840	Om005G182980
OG0017245	El002G087610	Om005G182760
OG0017246	El002G087140	Om005G182220
OG0017247	El002G087090	Om005G182190
OG0017248	El002G086650	Om005G181500
OG0017249	El002G086380, El002G086340	Om005G181760
OG0017250	El002G085960	Om005G181140
OG0017251	El002G085900	Om005G181080
OG0017252	El002G085460	Om005G180550
OG0017253	El002G085520	Om005G180650
OG0017254	El002G085530	Om005G180700
OG0017255	El002G085560	Om005G180770
OG0017256	El002G085620	Om007G292970
OG0017257	El002G085150	Om005G180230
OG0017258	El002G085020	Om005G180080
OG0017259	El002G084060	Om005G179150
OG0017260	El002G084020	Om005G179110
OG0017261	El002G082970	Om005G178130
OG0017262	El002G082810	Om005G177920
OG0017263	El002G082520	Om005G177660
OG0017264	El002G082450	Om005G177590
OG0017265	El001G066920	Om007G301130
OG0017266	El001G066950	Om007G301220
OG0017267	El001G066970	Om007G301240
OG0017268	El001G067040	Om007G301310
OG0017269	El001G066500	Om007G300480
OG0017270	El001G066490	Om007G300470
OG0017271	El001G066460	Om007G300450
OG0017272	El001G062170, El001G066080, El001G062180	Om007G299970
OG0017273	El001G066240	Om007G300120
OG0017274	El001G065130	Om007G298710
OG0017275	El001G064600	Om007G298310
OG0017276	El001G064220	Om007G297860
OG0017277	El001G063240	Om007G296730
OG0017278	El001G063190	Om007G296690
OG0017279	El001G063050	Om007G296520
OG0017280	El004G218920	Om005G211170
OG0017281	El001G061600	Om007G295010
OG0017282	El001G061470	Om007G295110
OG0017283	El001G061450	Om007G295130
OG0017284	El001G061070	Om007G294740
OG0017285	El001G049390	Om007G293580, Om003G097240
OG0017286	El001G048850	Om007G293390
OG0017287	El001G047700	Om007G303260
OG0017288	El007G345220	Om007G303490
OG0017289	El007G345390	Om007G303530
OG0017291	El007G349100	Om007G308130
OG0017292	El007G348350	Om009G364010
OG0017293	El001G067980	Om004G161050
OG0017294	El001G068030	Om004G161150
OG0017295	El001G075030	Om004G169790
OG0017296	El001G038270	Om006G274090
OG0017297	El002G141290	Om003G089610
OG0017298	El007G351190	Om006G241550
OG0017299	El001G076970	Om004G171810
OG0017300	El001G077000	Om004G171840
OG0017301	El001G077030	Om004G171870
OG0017302	El001G077150	Om004G171980
OG0017303	El001G077590	Om004G172390
OG0017304	El001G052680	Om006G240270
OG0017305	El001G052610	Om006G240340
OG0017307	El002G102050	Om005G199460
OG0017308	El001G054500	Om006G239480
OG0017309	El001G054750	Om006G239390
OG0017310	El001G055550	Om006G238960
OG0017311	El001G055430	Om006G239030
OG0017312	El001G055630	Om006G238900
OG0017313	El001G055870	Om006G238680
OG0017314	El001G055930	Om006G238630
OG0017315	El001G055940	Om006G238620
OG0017316	El001G056950	Om006G237630
OG0017317	El001G057020	Om006G237580
OG0017318	El007G329560	Om006G236850
OG0017319	El007G337520	Om003G116520
OG0017320	El007G329290	Om006G236570
OG0017321	El007G328860	Om006G236200
OG0017322	El007G328800	Om006G236110
OG0017323	El007G328740	Om006G236040
OG0017324	El007G328650	Om006G235970
OG0017325	El007G328540	Om006G235780
OG0017326	El007G327580	Om006G234730
OG0017327	El007G332890	Om006G247580
OG0017328	El007G332960	Om006G247640
OG0017329	El007G332990	Om006G247680
OG0017330	El001G021580	Om006G257420
OG0017331	El001G021240	Om006G257840
OG0017332	El001G021100	Om006G258120
OG0017333	El001G020890	Om006G258250
OG0017334	El001G020720	Om006G258380
OG0017336	El001G020090	Om006G259260
OG0017337	El001G060730	Om006G241110
OG0017338	El001G018570	Om006G261170
OG0017339	El001G018510	Om006G261290
OG0017340	El001G018150	Om006G262300
OG0017341	El001G017860	Om006G262820
OG0017342	El001G017780	Om006G263050
OG0017343	El001G017400	Om006G263770
OG0017344	El001G017280	Om006G263930
OG0017346	El001G016340	Om006G266500
OG0017347	El001G016110	Om006G266720
OG0017348	El001G015770	Om006G267140
OG0017349	El003G175700	Om003G103360
OG0017351	El001G012700	Om006G268840
OG0017352	El001G012710	Om006G269090
OG0017354	El001G011790	Om006G268400
OG0017355	El001G060000	Om002G050490
OG0017356	El004G218200	Om005G211960
OG0017357	El004G218140	Om005G212050
OG0017358	El001G067890	Om004G160930
OG0017359	El004G218400	Om005G211800
OG0017360	El004G218300	Om005G211860
OG0017361	El004G219720	Om005G210250
OG0017362	El004G220210	Om005G209740
OG0017363	El004G220250	Om005G209710
OG0017364	El007G345100	Om005G178340
OG0017366	El004G220630	Om005G209330
OG0017367	El004G220910	Om005G208990
OG0017368	El004G222250	Om005G207380
OG0017369	El004G222260	Om005G207370
OG0017370	El004G222420	Om005G207180
OG0017372	El004G222950	Om005G206740
OG0017373	El004G222970	Om005G206720
OG0017374	El004G223350	Om005G206230
OG0017375	El004G231230	Om004G134060
OG0017376	El004G231160	Om004G134090
OG0017377	El004G230560	Om004G134760
OG0017378	El004G230530	Om004G134790
OG0017379	El004G230430	Om004G134880
OG0017380	El004G230020	Om004G135290
OG0017381	El004G229670	Om004G135660
OG0017382	El004G229580	Om004G135770
OG0017383	El004G229560	Om004G135790
OG0017384	El004G229030	Om004G136630
OG0017385	El004G228630	Om004G137080
OG0017386	El004G228440	Om004G137350
OG0017387	El002G104030, El037G374560	Om005G201700
OG0017388	El004G227530	Om004G138780
OG0017389	El004G227220	Om004G139100
OG0017390	El004G226890	Om004G139650
OG0017391	El001G060930	Om006G241040
OG0017392	El004G226610	Om004G140070
OG0017393	El003G182410	Om007G285170
OG0017394	El004G226120	Om004G140680
OG0017395	El004G226040	Om004G140780
OG0017396	El004G225660	Om004G141150
OG0017397	El004G225500	Om004G141350
OG0017398	El004G225300	Om004G141780
OG0017399	El004G225110	Om004G141990
OG0017400	El004G224650	Om004G142430
OG0017401	El004G231920	Om004G133030
OG0017402	El004G232210	Om004G132670
OG0017403	El004G232580	Om004G132140
OG0017404	El004G233000	Om004G131690
OG0017405	El004G233060	Om004G131600
OG0017406	El004G233340	Om004G131360
OG0017407	El004G233440	Om004G131230
OG0017408	El004G233530	Om004G131110
OG0017409	El004G234370	Om004G130060
OG0017410	El004G234530	Om004G129830
OG0017411	El004G234690	Om004G129650
OG0017412	El004G234710	Om004G129630
OG0017413	El004G234730	Om004G129610
OG0017414	El005G248780	Om002G056860
OG0017415	El005G249090	Om002G057170
OG0017416	El005G249270	Om002G057430
OG0017417	El005G249500	Om002G057840
OG0017418	El005G249690	Om002G058060
OG0017419	El005G249790	Om002G058180
OG0017420	El005G250870	Om002G059570
OG0017421	El005G250880	Om002G059580
OG0017422	El005G251450	Om002G060210
OG0017423	El005G251570	Om002G060320
OG0017424	El005G251590	Om002G060340
OG0017425	El005G251910	Om002G060670
OG0017426	El005G252280	Om002G061240
OG0017427	El005G253030	Om002G062240
OG0017428	El005G253230	Om002G062570, Om002G062580
OG0017429	El005G253590	Om002G063150
OG0017430	El005G254810	Om002G064620
OG0017431	El005G255740	Om002G065490
OG0017433	El005G256390	Om002G066170
OG0017435	El005G257150	Om002G067030
OG0017436	El002G134200, El005G257190	Om002G067070
OG0017437	El005G257240	Om002G067130
OG0017438	El005G257280	Om002G067160
OG0017439	El005G257290	Om002G067170
OG0017440	El005G259780	Om002G069610
OG0017441	El005G259440	Om002G069380
OG0017442	El005G259430	Om002G069360
OG0017445	El005G261340	Om002G070790
OG0017446	El007G342270	Om003G112780
OG0017447	El005G261770	Om002G071070
OG0017448	El005G264410	Om002G071850
OG0017449	El005G265620	Om002G072760
OG0017450	El005G267740	Om002G074120
OG0017451	El005G267750	Om002G074130
OG0017452	El005G268150	Om002G074440
OG0017453	El005G268390	Om002G074740
OG0017454	El006G314000	Om004G150520
OG0017455	El005G270100	Om002G076470
OG0017456	El005G271390	Om002G078850
OG0017457	El005G271690	Om008G327400
OG0017459	El005G270820	Om002G077710
OG0017460	El005G271930	Om002G079560
OG0017461	El005G272190	Om002G080150
OG0017462	El005G273380	Om002G082110
OG0017464	El005G274600	Om002G083750
OG0017465	El005G274850	Om002G084020
OG0017466	El005G275220	Om002G084360
OG0017467	El005G275340	Om002G084530
OG0017468	El005G276820	Om002G085730
OG0017469	El005G277280	Om002G086180
OG0017470	El005G277870	Om002G087000
OG0017471	El005G278540	Om002G087870
OG0017472	El005G278760	Om002G088080
OG0017473	El005G278830	Om002G088170
OG0017474	El003G155530	Om001G022570
OG0017475	El005G279460	Om002G088560
OG0017476	El005G279440	Om008G324690
OG0017477	El005G279270	Om002G088530
OG0017478	El005G279570	Om002G088640
OG0017479	El005G279590	Om002G088650
OG0017480	El002G141480	Om003G089440
OG0017481	El002G141000	Om003G089820
OG0017482	El002G140790	Om003G090040
OG0017483	El002G140650	Om003G090190
OG0017485	El002G140120	Om003G090920
OG0017486	El002G140070	Om003G090950
OG0017487	El002G140060	Om003G090960
OG0017488	El002G139880	Om003G091250
OG0017489	El002G139500	Om003G091870
OG0017490	El002G139230	Om003G092260
OG0017491	El002G138120	Om003G093510
OG0017492	El002G138100	Om003G093530
OG0017493	El002G137470	Om003G094280
OG0017494	El002G137380	Om003G094390
OG0017495	El002G134840	Om003G096790
OG0017496	El002G134800	Om003G096860
OG0017497	El002G134530	Om003G097280
OG0017498	El002G134170	Om003G097640
OG0017499	El002G132790	Om003G098900
OG0017500	El002G132690	Om003G099000
OG0017501	El002G132650	Om003G099030
OG0017502	El002G132400	Om003G099250
OG0017503	El001G003390	Om003G099340
OG0017504	El002G131820	Om003G099650
OG0017505	El003G171370	Om003G100120
OG0017506	El003G171410	Om003G100180
OG0017507	El003G172260	Om003G100890
OG0017508	El003G172410	Om003G101130
OG0017509	El006G309950, El003G172420	Om003G101140, Om003G101200, Om003G101170
OG0017510	El002G116780	Om007G291010
OG0017511	El006G296780	Om008G340080
OG0017512	El006G296850	Om008G340150
OG0017513	El001G022520	Om006G256360
OG0017514	El001G022540	Om006G256340
OG0017515	El001G023170	Om006G255650
OG0017516	El001G023310	Om006G255550
OG0017517	El001G023540	Om006G255280
OG0017518	El001G023570	Om006G255250
OG0017519	El001G024350	Om006G254340
OG0017520	El001G024410	Om006G254260
OG0017521	El001G024420	Om006G254250
OG0017522	El001G024490	Om006G254180
OG0017523	El001G024730	Om006G253790
OG0017524	El001G025200	Om006G253280
OG0017525	El001G024980	Om006G253610
OG0017526	El001G025030	Om006G253550
OG0017527	El001G025820	Om006G252660
OG0017528	El001G025930	Om006G252470
OG0017529	El001G025970	Om006G252420
OG0017530	El001G026280	Om006G252030
OG0017531	El001G026460	Om006G251910
OG0017532	El001G026480	Om006G251890
OG0017533	El001G026830	Om006G251640
OG0017534	El001G027190	Om006G251170
OG0017535	El001G027060	Om006G251310
OG0017536	El001G027380	Om006G250890
OG0017537	El001G027680	Om006G250490
OG0017538	El001G027950	Om003G119520
OG0017539	El001G028760	Om003G120420
OG0017540	El001G028970	Om003G120690
OG0017541	El001G030280	Om003G122440
OG0017542	El001G030450	Om003G122640
OG0017543	El001G030610	Om003G123070
OG0017544	El001G031440	Om003G124170
OG0017545	El001G031510	Om003G124220
OG0017546	El001G032130	Om003G125080
OG0017547	El001G022360	Om006G256570
OG0017549	El001G032670	Om003G125880
OG0017550	El001G033980	Om003G127260
OG0017551	El001G034470	Om003G127790
OG0017552	El001G034840	Om003G128200
OG0017553	El001G034930	Om003G128360
OG0017554	El001G035720	Om003G129190
OG0017555	El001G035830	Om003G129270
OG0017556	El001G032890	Om003G125980
OG0017557	El002G141250	Om003G089690
OG0017558	El002G137850	Om003G093840
OG0017559	El002G137500	Om003G094250, Om003G094230
OG0017560	El002G135770	Om003G095900
OG0017562	El003G172200	Om003G100840
OG0017563	El001G014960	Om006G267300
OG0017564	El001G017320	Om006G263850
OG0017565	El001G019750	Om006G259680
OG0017566	El001G022700	Om006G256130
OG0017567	El001G022530	Om006G256350
OG0017568	El001G021790	Om006G257150
OG0017569	El001G023600	Om006G255220
OG0017570	El001G023640	Om006G255170
OG0017570	El001G023630	Om006G255180
OG0017571	El003G189810, El003G189830	Om004G151000
OG0017572	El001G025140	Om006G253340
OG0017573	El001G025180	Om006G253300
OG0017574	El001G025260	Om006G253230
OG0017575	El001G026080	Om006G252200
OG0017576	El001G026840	Om006G251630
OG0017577	El001G027280	Om006G251020
OG0017578	El001G027570	Om006G250620
OG0017579	El001G030180	Om003G122300
OG0017580	El001G035360	Om008G343250, Om003G128820
OG0017581	El007G322070	Om006G229090
OG0017582	El007G362100	Om008G357360
OG0017582	El007G362140, El007G362160	Om008G357380
OG0017584	El001G082360	Om005G206450
OG0017586	El001G006120	Om008G353330
OG0017587	El001G007340	Om008G351790
OG0017588	El006G296300	Om008G339500, Om008G339490
OG0017589	El006G295180, El002G127210	Om008G338080
OG0017590	El006G291860	Om008G333960
OG0017591	El006G291290	Om008G333030
OG0017592	El006G289910	Om008G331160
OG0017593	El006G288230	Om008G328600
OG0017595	El006G287350	Om008G327640
OG0017596	El006G287150	Om008G327160
OG0017597	El006G286350	Om008G326330
OG0017598	El006G280760	Om008G319910
OG0017599	El004G232610	Om004G132120
OG0017600	El004G231020	Om004G134160, Om001G019790
OG0017602	El004G227520	Om004G138770
OG0017604	El004G225090	Om004G142020
OG0017605	El003G155900	Om001G021970
OG0017606	El003G155840	Om001G022070
OG0017607	El003G153000	Om001G025520
OG0017609	El003G151260	Om001G028160
OG0017610	El003G149310	Om001G030730
OG0017611	El003G149390	Om001G030630
OG0017612	El003G147800	Om001G032970
OG0017613	El002G123900	Om006G244700
OG0017614	El002G083050	Om005G178050
OG0017616	El002G085840	Om005G181020
OG0017617	El002G087950	Om005G183080
OG0017618	El002G089200	Om005G184300, Om003G100730
OG0017619	El002G089290	Om005G184390
OG0017620	El002G090890	Om005G186110
OG0017621	El002G091000	Om005G186220
OG0017622	El002G095010	Om005G190850
OG0017623	El002G098010	Om005G194170
OG0017624	El002G098280	Om005G194470
OG0017625	El002G099490	Om005G196140
OG0017628	El002G107530	Om005G204950
OG0017629	El002G108320	Om005G205680
OG0017630	El004G222980	Om005G206710
OG0017632	El004G221310	Om005G208430
OG0017633	El004G220710	Om005G200190, Om005G209290
OG0017634	El004G220140	Om005G209810
OG0017635	El004G219090	Om005G211040
OG0017637	El004G206410	Om005G218070, Om011G365330
OG0017638	El004G200520	Om005G221530
OG0017639	El004G198030	Om005G224820
OG0017641	El004G194710	Om005G227810
OG0017642	El005G278590	Om002G087910
OG0017643	El005G273620	Om002G082450
OG0017644	El003G164540	Om001G007420
OG0017645	El005G264790	Om002G072130
OG0017647	El005G255950	Om002G065680
OG0017648	El005G252230	Om002G061200
OG0017650	El005G248560	Om002G056590
OG0017651	El005G246720	Om002G054580
OG0017652	El005G245170	Om002G052710
OG0017653	El005G243750	Om002G051080
OG0017654	El005G241300	Om002G048620
OG0017655	El003G181980	Om003G105800
OG0017656	El005G239180	Om002G046330
OG0017657	El005G235770	Om002G042880
OG0017658	El001G079960, El001G079970	Om004G174950
OG0017659	El001G076140	Om004G170730
OG0017660	El003G158490	Om001G018000
OG0017661	El001G075290	Om004G170080
OG0017662	El001G074780	Om004G169510, Om004G169530
OG0017663	El007G332100	Om004G169440, Om006G246710
OG0017664	El001G074640	Om004G169300
OG0017665	El007G347690	Om004G156890
OG0017666	El001G000270	Om004G157250
OG0017667	El006G317050	Om018G373900, Om004G153190
OG0017668	El003G162940	Om001G009190
OG0017669	El003G163520	Om001G008660
OG0017670	El003G164890	Om001G006890
OG0017671	El003G164740	Om001G007070
OG0017672	El002G117140	Om007G291090
OG0017673	El002G114220	Om007G288820
OG0017674	El002G113430	Om007G288110
OG0017675	El002G129240	Om007G287810
OG0017676	El002G128510	Om007G287470
OG0017677	El002G129470	Om007G287290
OG0017678	El003G159390	Om007G286120
OG0017680	El001G029270, El001G029250	Om007G280660
OG0017682	El006G304870	Om007G283390
OG0017683	El006G305070	Om007G283560
OG0017684	El006G307170	Om007G284760
OG0017685	El001G073060	Om004G167270
OG0017686	El001G072050	Om004G166110
OG0017687	El001G069910	Om004G163370
OG0017688	El007G346240	Om007G304220
OG0017689	El003G172780	Om007G316640
OG0017690	El003G190920	Om007G316810
OG0017691	El003G192380	Om007G318010
OG0017692	El001G039650	Om006G273120
OG0017693	El007G336250	Om003G118040
OG0017694	El007G332140	Om006G246760
OG0017695	El007G331790	Om006G246330
OG0017696	El001G057360	Om006G244350
OG0017701	El007G324980	Om006G232020
OG0017703	El007G355540, El002G091130	Om005G186380
OG0017712	El004G196000, El004G195610	Om005G228100
OG0017718	El001G024440	Om006G254220
OG0017719	El001G022980	Om006G255800, Om005G209030
OG0017721	El001G054600	Om006G239430
OG0017725	El006G312750, El003G154900	Om001G025710
OG0017730	El024G373130, El036G374400, El028G373600, El043G375050, El043G374980, El036G374330	Om007G308940
OG0017752	El003G155150	Om001G023280
OG0017753	El003G153670	Om001G024700
OG0017754	El003G151790	Om001G027450
OG0017755	El003G151060	Om001G028500
OG0017756	El003G150620	Om006G261370, Om001G029030
OG0017758	El002G135260	Om001G011930
OG0017759	El003G147600	Om001G033370
OG0017760	El003G147250	Om001G033900
OG0017762	El002G119660	Om007G276990
OG0017763	El002G119810	Om007G276840
OG0017764	El002G119940	Om007G276770
OG0017765	El003G169970	Om007G276510
OG0017768	El004G201500	Om005G220160
OG0017769	El004G201440	Om005G220390
OG0017770	El004G200780	Om005G221170
OG0017771	El004G198940	Om005G223920
OG0017773	El001G036160	Om006G275430
OG0017778	El001G038040	Om006G274280
OG0017779	El001G038120	Om006G274190
OG0017781	El001G038470	Om006G274010
OG0017782	El001G041030	Om006G272250
OG0017784	El001G042140	Om006G271350
OG0017786	El001G042820	Om006G270900
OG0017787	El001G043890	Om006G270530
OG0017788	El001G045090	Om006G269390
OG0017790	El001G036900	Om005G213780
OG0017791	El004G214830	Om005G214430
OG0017792	El004G213840	Om005G214800
OG0017793	El004G213800	Om005G214810
OG0017795	El004G194320	Om005G228360
OG0017796	El004G196250	Om005G226190, Om005G226160
OG0017797	El005G244930	Om002G052380
OG0017798	El003G156280	Om001G021430
OG0017799	El005G247450	Om002G055340
OG0017802	El007G343140	Om003G111930
OG0017803	El007G342490	Om003G112650
OG0017804	El007G340730	Om001G030180
OG0017806	El003G167610	Om001G002810
OG0017807	El007G338490, El007G338450	Om003G115840
OG0017808	El007G338850	Om003G115490
OG0017810	El007G333890	Om006G248680
OG0017811	El001G068430	Om004G161580
OG0017812	El001G068710	Om004G161950
OG0017813	El001G070040	Om004G163500
OG0017814	El001G071750	Om004G165750
OG0017816	El001G072710	Om004G166920
OG0017817	El001G073220	Om004G167370
OG0017819	El001G073290	Om004G167470
OG0017821	El001G074260	Om004G168730
OG0017822	El001G074280	Om004G168750
OG0017823	El003G169250	Om001G000630
OG0017824	El003G168900	Om001G001050
OG0017825	El005G264770	Om002G072110
OG0017826	El003G176510	Om001G002960
OG0017827	El003G166580	Om001G004140
OG0017828	El003G164760	Om001G007050
OG0017829	El003G162920	Om001G009220
OG0017831	El003G161460	Om001G010810
OG0017832	El002G121220	Om001G012310
OG0017833	El002G124410, El002G124510, El002G124460	Om001G013600
OG0017834	El002G124320	Om001G013630
OG0017835	El002G125290	Om001G014690
OG0017836	El002G125490	Om001G014820
OG0017837	El002G128010	Om001G015370
OG0017838	El002G127590	Om001G015600
OG0017840	El002G114520	Om007G289110
OG0017841	El002G116040	Om007G290450
OG0017842	El002G116090, El002G116100, El002G116140, El002G116150	Om007G290500
OG0017843	El002G117160	Om007G291130
OG0017844	El002G117210	Om007G291230
OG0017846	El003G146570	Om001G035010
OG0017847	El003G145020	Om001G037400
OG0017848	El003G144910	Om001G037710
OG0017849	El003G144740	Om001G038120
OG0017850	El003G144480	Om001G038240
OG0017851	El003G144310	Om001G038710
OG0017852	El003G144000	Om001G039120
OG0017853	El003G143590	Om002G044650
OG0017854	El003G143020	Om001G040220
OG0017857	El003G187430	Om007G314670
OG0017858	El003G189450	Om007G315640
OG0017859	El006G296140	Om008G339370
OG0017861	El001G010280	Om008G343770
OG0017862	El001G010620	Om008G329600
OG0017863	El006G296910, El006G296920	Om008G340190
OG0017864	El006G298270	Om005G218900, Om005G228170
OG0017865	El007G357270	Om008G342350
OG0017866	El007G356910	Om008G342660
OG0017867	El007G356880	Om004G171360
OG0017868	El001G009390	Om008G346420
OG0017869	El001G009160	Om008G347120
OG0017870	El001G009150	Om008G347430
OG0017874	El001G007630	Om008G351430
OG0017875	El001G006960	Om008G352710
OG0017877	El007G362470	Om008G357570
OG0017878	El007G363690	Om008G358470
OG0017879	El007G364070	Om008G358850
OG0017880	El007G364950	Om008G359920
OG0017881	El007G365460	Om008G360960
OG0017883	El007G365920	Om008G361690
OG0017885	El007G366230	Om005G212750
OG0017887	El003G182490	Om003G106010
OG0017889	El003G179940	Om003G105240
OG0017890	El003G179290	Om003G104800
OG0017892	El003G179000, El003G180300	Om003G104590
OG0017893	El003G178150	Om003G104300
OG0017894	El003G177050	Om003G103890
OG0017896	El003G175960	Om003G103510
OG0017897	El003G175940	Om003G103500
OG0017899	El003G175220	Om003G103190
OG0017902	El001G029860	Om003G121970
OG0017903	El003G191460	Om007G317060
OG0017905	El006G280790	Om008G319950
OG0017906	El006G281020	Om008G320230
OG0017907	El006G281370	Om008G320680
OG0017908	El006G282970	Om008G322150
OG0017909	El006G283070	Om008G322260
OG0017910	El006G283940, El006G283950	Om008G323030
OG0017911	El006G284540	Om008G323840
OG0017912	El006G285770	Om008G325660
OG0017913	El006G285910	Om008G325840
OG0017914	El006G285980	Om008G325990
OG0017915	El006G286200	Om008G326150
OG0017917	El006G286910	Om008G326920
OG0017918	El001G081920	Om004G177000
OG0017919	El001G081900	Om004G176980
OG0017920	El001G081890	Om004G176970
OG0017921	El001G081730	Om004G176830
OG0017922	El001G081310	Om004G176400
OG0017923	El001G032120	Om003G125070
OG0017925	El001G060500	Om006G241290
OG0017926	El001G059310	Om006G242470
OG0017928	El007G331470	Om006G245920
OG0017929	El007G332420	Om006G247120
OG0017930	El007G325930	Om006G232960
OG0017931	El007G325690	Om006G232670
OG0017932	El007G322550	Om006G229600
OG0017933	El007G322400	Om006G229430
OG0017934	El007G322270	Om006G229250
OG0017936	El001G000070	Om004G157070
OG0017937	El001G000080	Om004G157080
OG0017938	El001G000260	Om004G157240
OG0017940	El001G001070	Om004G158150
OG0017941	El001G001130	Om004G158220
OG0017944	El006G298720	Om007G278420
OG0017945	El006G300510	Om007G280050
OG0017946	El006G302950	Om007G282130
OG0017947	El006G303130	Om007G282260
OG0017949	El006G308090	Om007G285050
OG0017950	El002G137130	Om003G094630
OG0017951	El006G311860	Om004G149300
OG0017953	El005G235560	Om002G042680
OG0017954	El005G235460	Om002G042590
OG0017955	El005G241510	Om002G048870
OG0017956	El005G235290	Om002G042420
OG0017957	El005G234970	Om002G042100
OG0017958	El005G234910	Om002G042050
OG0017959	El001G082320	Om004G175720
OG0017960	El005G243610	Om004G177410
OG0017961	El001G082250	Om004G177380
OG0017962	El001G082150	Om004G177260
OG0017965	El003G157550	Om001G018870
OG0017966	El005G237120	Om002G044240
OG0017967	El005G237630	Om002G044790
OG0017968	El005G237800	Om002G045000
OG0017969	El005G237830	Om002G045040
OG0017970	El005G237910	Om002G045110
OG0017972	El005G239130	Om002G046270
OG0017973	El005G239200	Om002G046360
OG0017974	El005G239510	Om002G046570
OG0017975	El007G349300	Om002G053750
OG0017976	El005G240240	Om002G047450
OG0017977	El005G240230	Om002G047440
OG0017978	El005G240580	Om002G047810
OG0017979	El005G240750	Om002G048070
OG0017981	El005G242830	Om002G050260
OG0017983	El005G243360	Om002G050700
OG0017984	El005G243900	Om002G051210
OG0017986	El006G290600	Om008G332090
OG0017987	El006G294560	Om008G337400
OG0017989	El006G294440	Om008G337240
OG0017991	El006G292160	Om008G334390
OG0017992	El008G367010	Om014G370010, Om055G376940
OG0017993	El002G099370	Om005G196020
OG0017994	El002G099600	Om005G196240
OG0017995	El002G099630	Om005G196270
OG0017996	El002G100950	Om005G197910
OG0017997	El002G101790	Om005G199000
OG0017998	El002G102470	Om005G199890
OG0017999	El002G102740	Om005G200280
OG0018000	El002G103260	Om005G200900
OG0018001	El002G104510	Om005G202310
OG0018002	El002G104560	Om005G202360
OG0018003	El002G104570	Om005G202370
OG0018004	El002G104600	Om005G202420
OG0018005	El002G105980	Om005G203830
OG0018008	El002G107990	Om005G205350
OG0018009	El002G108500	Om004G143440
OG0018010	El002G109090	Om004G144370
OG0018011	El002G110000	Om004G145140
OG0018013	El002G112150	Om004G147370
OG0018014	El002G112820	Om004G148240
OG0018015	El003G160280	Om007G286050
OG0018016	El003G159720	Om007G285860
OG0018017	El003G159150	Om007G286330
OG0018019	El006G315900, El006G315890	Om004G151390
OG0018028	El006G319940	Om004G153750
OG0018030	El002G096900	Om005G192970
OG0018031	El002G094520	Om005G190150
OG0018032	El002G093640	Om005G189250
OG0018033	El002G092440	Om005G187880
OG0018034	El002G091690	Om005G186960
OG0018035	El002G090380	Om005G185580
OG0018036	El002G089850	Om005G185080
OG0018037	El002G088520	Om005G183580
OG0018038	El002G088430	Om005G183470
OG0018039	El002G087820	Om005G182960
OG0018040	El002G087670	Om005G182820
OG0018041	El002G087010	Om005G182100
OG0018043	El002G085990	Om005G181170
OG0018044	El002G085970	Om005G181150
OG0018045	El002G085380	Om005G180470
OG0018046	El002G084480	Om005G179560
OG0018047	El002G083650	Om005G178700
OG0018048	El002G083380	Om005G178450
OG0018049	El002G082710	Om005G177830
OG0018050	El002G082700	Om005G177820
OG0018051	El002G082640	Om005G177760
OG0018052	El001G067180	Om007G301480
OG0018053	El001G067400	Om007G301680
OG0018054	El001G066830	Om007G301040
OG0018055	El001G066510	Om007G300490
OG0018056	El001G066150	Om007G300040
OG0018058	El001G062560	Om007G296170
OG0018060	El001G061570	Om007G295040
OG0018061	El001G050790	Om007G294230
OG0018062	El005G239810, El008G369150	Om002G046900
OG0018063	El001G048220	Om007G293190
OG0018064	El001G047790	Om007G302610
OG0018065	El007G346570	Om007G304540
OG0018066	El001G068000	Om004G161120
OG0018067	El007G350640	Om001G041460
OG0018068	El001G076000	Om004G170580
OG0018069	El001G076380	Om004G171100
OG0018070	El001G077190	Om004G172040
OG0018071	El001G077770	Om004G172510
OG0018072	El001G055520	Om006G238990
OG0018073	El001G055590	Om006G238930
OG0018074	El007G329480	Om006G236760
OG0018075	El007G329430	Om006G236720
OG0018078	El007G328890	Om006G236230
OG0018079	El007G332810	Om006G247500
OG0018080	El001G019660	Om006G259950
OG0018082	El001G018590	Om006G261120
OG0018083	El001G016190	Om006G266650
OG0018084	El001G012110	Om005G192730
OG0018085	El001G011800	Om006G268390
OG0018086	El002G108330	Om004G134910
OG0018087	El001G011660, El005G258490	Om004G154410
OG0018089	El004G218280	Om005G211880
OG0018090	El004G219650	Om005G210350
OG0018091	El004G219840	Om005G210000
OG0018092	El004G220150	Om005G209800
OG0018093	El004G220320	Om005G209600
OG0018094	El004G223130	Om005G206580
OG0018095	El004G223530	Om005G206020
OG0018096	El004G230380	Om004G134920
OG0018097	El004G230230	Om004G135070
OG0018098	El004G230150	Om004G135150
OG0018099	El004G229260	Om004G136180
OG0018100	El004G228470	Om004G137320
OG0018101	El004G228590, El004G227810	Om004G137850
OG0018102	El004G227710	Om004G137720
OG0018103	El004G227670	Om004G138450
OG0018104	El004G227270	Om004G139010
OG0018105	El004G227250	Om004G139070
OG0018107	El004G226600	Om004G140090
OG0018109	El006G279690	Om008G318640
OG0018110	El004G224710	Om004G142410
OG0018111	El004G232660	Om004G132050
OG0018112	El004G232790	Om004G131930
OG0018113	El004G232920	Om004G131760
OG0018114	El004G234670	Om004G129670
OG0018115	El005G248580	Om002G056610
OG0018116	El005G248770	Om002G056850
